select\shanx004.krn 06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,07.0,07.0,07.0,07.8,07.0,07.0,07.0,06.0,07.0,05.0,07.8,05.8,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,07.0,07.0,07.0,07.8,07.0,07.0,07.0,06.0,07.0,05.0,07.8,08.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
select\shanx009.krn 07.2,07.2,06.2,06.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,09.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,06.2,06.2,07.2,07.2,07.2,07.2,08.0,08.0,06.0,06.0,06.0,06.0,07.0,07.0,07.0,07.0,05.2,05.2,08.0,08.0,06.0,06.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
select\shanx014.krn 09.2,09.2,07.2,07.2,07.2,07.2,09.2,07.2,05.2,08.0,06.0,09.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,08.0,08.0,06.2,05.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,09.2,09.2,07.2,07.2,07.2,07.2,09.2,07.2,05.2,08.0,06.0,09.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,08.0,08.0,06.2,05.2,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
select\shanx015.krn 07.2,07.2,09.2,09.2,09.2,09.2,09.2,08.2,07.2,07.2,07.2,07.2,05.2,05.2,05.2,08.0,08.0,08.0,06.0,09.0,09.0,09.0,06.0,05.2,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,07.2,07.2,09.2,09.2,09.2,09.2,09.2,08.2,07.2,07.2,07.2,07.2,05.2,05.2,05.2,08.0,08.0,08.0,06.0,09.0,09.0,09.0,06.0,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0
select\shanx017.krn 05.2,05.2,09.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,05.2,05.2,07.2,07.2,05.2,05.2,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,05.2,05.2,09.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,05.2,05.2,07.2,07.2,05.2,05.2,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
select\shanx018.krn 06.0,06.0,08.0,08.0,08.0,08.0,06.0,09.0,06.0,06.0,08.0,08.0,06.0,06.0,09.0,07.0,07.8,07.8,07.8,07.8,06.0,06.0,09.0,05.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,06.0,06.0,08.0,08.0,08.0,08.0,06.0,09.0,06.0,06.0,08.0,08.0,06.0,06.0,09.0,07.0,07.8,07.8,07.8,07.8,06.0,06.0,09.0,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
select\shanx021.krn 09.2,09.2,09.2,09.2,05.2,05.2,05.2,08.2,07.2,07.2,05.2,05.2,05.2,05.2,05.2,09.2,06.0,06.0,09.0,09.0,05.0,05.0,05.0,06.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,09.2,09.2,09.2,09.2,05.2,05.2,05.2,08.2,07.2,07.2,05.2,05.2,05.2,05.2,05.2,09.2,06.0,06.0,09.0,09.0,05.0,05.0,05.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
select\shanx025.krn 06.0,06.0,08.0,08.0,08.0,08.0,07.2,09.0,06.0,06.0,06.0,06.0,06.0,06.0,09.0,09.0,05.0,05.0,07.8,07.8,07.0,07.0,09.0,09.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,06.0,06.0,08.0,08.0,08.0,08.0,07.2,09.0,06.0,06.0,06.0,06.0,06.0,06.0,09.0,09.0,05.0,05.0,07.8,07.8,06.0,06.0,09.0,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
select\shanx029.krn 08.0,08.0,08.0,08.0,08.0,08.0,09.0,09.0,09.0,09.0,09.0,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,06.2,06.2,09.0,07.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,08.0,08.0,08.0,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,06.0,06.0,09.0,07.0,09.0,09.0,09.8,09.8,07.8,07.8,08.8,08.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8
select\shanx031.krn 09.2,09.2,09.2,09.2,09.2,09.2,09.2,07.2,05.2,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,05.2,08.0,05.2,05.2,09.2,06.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,09.2,09.2,09.2,09.2,09.2,07.2,05.2,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,05.2,08.0,05.2,05.2,09.2,06.2,05.2,05.2,05.2,08.0,06.0,06.0,06.0,06.0
select\shanx036.krn 07.2,07.2,08.0,08.0,08.0,08.0,06.0,08.0,07.2,07.2,06.0,06.0,06.0,06.0,09.0,09.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,08.0,08.0,08.0,08.0,06.0,08.0,07.2,07.2,06.0,06.0,06.0,06.0,09.0,09.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
select\shanx037.krn 07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,06.0,06.0,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
select\shanx040.krn 06.0,06.0,08.0,08.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,08.0,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,06.0,06.0,08.0,08.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,08.0,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
select\shanx043.krn 09.0,09.0,09.0,09.0,08.0,08.0,08.0,08.0,07.8,07.8,05.8,05.8,08.8,08.8,08.8,08.8,07.0,07.0,07.0,07.0,09.0,09.0,06.0,06.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,08.0,08.0,08.0,08.0,07.8,07.8,05.8,05.8,08.8,08.8,08.8,08.8,07.0,07.0,07.0,07.0,09.0,06.0,05.0,05.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8
select\shanx045.krn 06.0,06.0,11.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,11.0,11.0,06.0,06.0,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,06.0,06.0,11.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,11.0,11.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
select\shanx070.krn 08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,06.0,06.0,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,07.8,07.8,05.2,05.2,05.2,05.2,10.0,10.0,08.0,08.0,06.0,06.0,06.0,06.0,09.0,09.0,07.0,07.0,06.0,06.0,05.0,05.0,07.0,07.0,07.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
